Index,Sector,Digest,Title,year,value
1,AG,AG001,Certain miscellaneous animals and meats,2015,2619027947
1,AG,AG001,Certain miscellaneous animals and meats,2016,2645355521
1,AG,AG001,Certain miscellaneous animals and meats,2017,2907304458
1,AG,AG001,Certain miscellaneous animals and meats,2018,2986132107
1,AG,AG001,Certain miscellaneous animals and meats,2019,3059627104
2,AG,AG002,Cattle and beef,2015,8767976938
2,AG,AG002,Cattle and beef,2016,6766872757
2,AG,AG002,Cattle and beef,2017,6730486959
2,AG,AG002,Cattle and beef,2018,7077806486
2,AG,AG002,Cattle and beef,2019,7690176806
3,AG,AG003,Swine and pork,2015,1692294738
3,AG,AG003,Swine and pork,2016,1643168002
3,AG,AG003,Swine and pork,2017,1777176244
3,AG,AG003,Swine and pork,2018,1588859624
3,AG,AG003,Swine and pork,2019,1423691274
4,AG,AG004,Sheep and meat of sheep,2015,672717003
4,AG,AG004,Sheep and meat of sheep,2016,655591198
4,AG,AG004,Sheep and meat of sheep,2017,806982002
4,AG,AG004,Sheep and meat of sheep,2018,910206415
4,AG,AG004,Sheep and meat of sheep,2019,987162051
5,AG,AG005,Poultry,2015,549526748
5,AG,AG005,Poultry,2016,567139898
5,AG,AG005,Poultry,2017,510773926
5,AG,AG005,Poultry,2018,563619321
5,AG,AG005,Poultry,2019,548745398
6,AG,AG006,Fresh or frozen fish,2015,7095996763
6,AG,AG006,Fresh or frozen fish,2016,7599426871
6,AG,AG006,Fresh or frozen fish,2017,8221772628
6,AG,AG006,Fresh or frozen fish,2018,8957989410
6,AG,AG006,Fresh or frozen fish,2019,8694557160
7,AG,AG007,Canned fish,2015,1286445564
7,AG,AG007,Canned fish,2016,1220514552
7,AG,AG007,Canned fish,2017,1413177447
7,AG,AG007,Canned fish,2018,1602707137
7,AG,AG007,Canned fish,2019,1615054847
8,AG,AG008,Cured and other fish,2015,577728548
8,AG,AG008,Cured and other fish,2016,594904458
8,AG,AG008,Cured and other fish,2017,609715566
8,AG,AG008,Cured and other fish,2018,597808709
8,AG,AG008,Cured and other fish,2019,634469439
9,AG,AG009,Shellfish,2015,9656062416
9,AG,AG009,Shellfish,2016,9960218079
9,AG,AG009,Shellfish,2017,11218825832
9,AG,AG009,Shellfish,2018,11258997668
9,AG,AG009,Shellfish,2019,11017137595
10,AG,AG010,Dairy products,2015,2801822142
10,AG,AG010,Dairy products,2016,2657417069
10,AG,AG010,Dairy products,2017,2595616884
10,AG,AG010,Dairy products,2018,2646545510
10,AG,AG010,Dairy products,2019,2834371932
11,AG,AG011,Eggs,2015,186276721
11,AG,AG011,Eggs,2016,115770514
11,AG,AG011,Eggs,2017,74952913
11,AG,AG011,Eggs,2018,71997037
11,AG,AG011,Eggs,2019,75205777
12,AG,AG012,Sugar and other sweeteners,2015,2971298158
12,AG,AG012,Sugar and other sweeteners,2016,2848342882
12,AG,AG012,Sugar and other sweeteners,2017,2848180317
12,AG,AG012,Sugar and other sweeteners,2018,2763558073
12,AG,AG012,Sugar and other sweeteners,2019,2723307998
13,AG,AG013,Animal feeds,2015,2973729573
13,AG,AG013,Animal feeds,2016,2781515177
13,AG,AG013,Animal feeds,2017,2886017429
13,AG,AG013,Animal feeds,2018,3308977349
13,AG,AG013,Animal feeds,2019,3340800201
14,AG,AG014,Live plants,2015,584188164
14,AG,AG014,Live plants,2016,589276580
14,AG,AG014,Live plants,2017,621793049
14,AG,AG014,Live plants,2018,663952355
14,AG,AG014,Live plants,2019,714883513
15,AG,AG015,Seeds,2015,1024248955
15,AG,AG015,Seeds,2016,1030187035
15,AG,AG015,Seeds,2017,1075257954
15,AG,AG015,Seeds,2018,1090438590
15,AG,AG015,Seeds,2019,1076144286
16,AG,AG016,Cut flowers,2015,1025471859
16,AG,AG016,Cut flowers,2016,1128284751
16,AG,AG016,Cut flowers,2017,1182251721
16,AG,AG016,Cut flowers,2018,1241674080
16,AG,AG016,Cut flowers,2019,1310106211
17,AG,AG017,Miscellaneous vegetable substances,2015,2515514138
17,AG,AG017,Miscellaneous vegetable substances,2016,2141795111
17,AG,AG017,Miscellaneous vegetable substances,2017,2307187589
17,AG,AG017,Miscellaneous vegetable substances,2018,2545451369
17,AG,AG017,Miscellaneous vegetable substances,2019,2446107347
18,AG,AG018,"Fresh, chilled, or frozen vegetables",2015,7783480275
18,AG,AG018,"Fresh, chilled, or frozen vegetables",2016,8734989150
18,AG,AG018,"Fresh, chilled, or frozen vegetables",2017,8706119002
18,AG,AG018,"Fresh, chilled, or frozen vegetables",2018,9151320603
18,AG,AG018,"Fresh, chilled, or frozen vegetables",2019,9559797495
19,AG,AG019,"Prepared or preserved vegetables, mushrooms, and olives",2015,3523801280
19,AG,AG019,"Prepared or preserved vegetables, mushrooms, and olives",2016,3719199055
19,AG,AG019,"Prepared or preserved vegetables, mushrooms, and olives",2017,4011438877
19,AG,AG019,"Prepared or preserved vegetables, mushrooms, and olives",2018,4228634991
19,AG,AG019,"Prepared or preserved vegetables, mushrooms, and olives",2019,4139806378
20,AG,AG020,Edible nuts,2015,2768055270
20,AG,AG020,Edible nuts,2016,2870816130
20,AG,AG020,Edible nuts,2017,3300298010
20,AG,AG020,Edible nuts,2018,3632866919
20,AG,AG020,Edible nuts,2019,3544838060
21,AG,AG021,Tropical fruit,2015,5150707206
21,AG,AG021,Tropical fruit,2016,5538990492
21,AG,AG021,Tropical fruit,2017,6382801559
21,AG,AG021,Tropical fruit,2018,6249064387
21,AG,AG021,Tropical fruit,2019,6607454815
22,AG,AG022,Citrus fruit,2015,1175354577
22,AG,AG022,Citrus fruit,2016,1259345658
22,AG,AG022,Citrus fruit,2017,1383769480
22,AG,AG022,Citrus fruit,2018,1684685140
22,AG,AG022,Citrus fruit,2019,1538323163
23,AG,AG023,Deciduous fruit,2015,514586360
23,AG,AG023,Deciduous fruit,2016,599792905
23,AG,AG023,Deciduous fruit,2017,523020978
23,AG,AG023,Deciduous fruit,2018,523037542
23,AG,AG023,Deciduous fruit,2019,499042745
24,AG,AG024,Other fresh fruit,2015,4075678257
24,AG,AG024,Other fresh fruit,2016,4741118589
24,AG,AG024,Other fresh fruit,2017,4973261264
24,AG,AG024,Other fresh fruit,2018,5400768287
24,AG,AG024,Other fresh fruit,2019,6122092858
25,AG,AG025,Dried fruit other than tropical,2015,259738745
25,AG,AG025,Dried fruit other than tropical,2016,254698833
25,AG,AG025,Dried fruit other than tropical,2017,232965327
25,AG,AG025,Dried fruit other than tropical,2018,302126114
25,AG,AG025,Dried fruit other than tropical,2019,226247538
26,AG,AG026,Frozen fruit,2015,893295596
26,AG,AG026,Frozen fruit,2016,814546146
26,AG,AG026,Frozen fruit,2017,667509778
26,AG,AG026,Frozen fruit,2018,761713615
26,AG,AG026,Frozen fruit,2019,854042343
27,AG,AG027,Prepared or preserved fruit,2015,2011835966
27,AG,AG027,Prepared or preserved fruit,2016,2083166355
27,AG,AG027,Prepared or preserved fruit,2017,2198200489
27,AG,AG027,Prepared or preserved fruit,2018,2354339519
27,AG,AG027,Prepared or preserved fruit,2019,2329800241
28,AG,AG028,Coffee and tea,2015,6926896617
28,AG,AG028,Coffee and tea,2016,6621300233
28,AG,AG028,Coffee and tea,2017,7214453079
28,AG,AG028,Coffee and tea,2018,6617274241
28,AG,AG028,Coffee and tea,2019,6764566238
29,AG,AG029,Spices,2015,1693485877
29,AG,AG029,Spices,2016,1738070133
29,AG,AG029,Spices,2017,1880947750
29,AG,AG029,Spices,2018,1840326499
29,AG,AG029,Spices,2019,1738285587
30,AG,AG030,Cereals,2015,2430419534
30,AG,AG030,Cereals,2016,1979010075
30,AG,AG030,Cereals,2017,2153450964
30,AG,AG030,Cereals,2018,2393849094
30,AG,AG030,Cereals,2019,2141752030
31,AG,AG031,"Milled grains, malts, and starches",2015,1404559689
31,AG,AG031,"Milled grains, malts, and starches",2016,1420447006
31,AG,AG031,"Milled grains, malts, and starches",2017,1466267398
31,AG,AG031,"Milled grains, malts, and starches",2018,1681927566
31,AG,AG031,"Milled grains, malts, and starches",2019,1719736571
32,AG,AG032,Oilseeds,2015,1098411727
32,AG,AG032,Oilseeds,2016,898359326
32,AG,AG032,Oilseeds,2017,910718194
32,AG,AG032,Oilseeds,2018,891011960
32,AG,AG032,Oilseeds,2019,806208812
33,AG,AG033,Animal or vegetable fats and oils,2015,5741175249
33,AG,AG033,Animal or vegetable fats and oils,2016,6153320035
33,AG,AG033,Animal or vegetable fats and oils,2017,6923090769
33,AG,AG033,Animal or vegetable fats and oils,2018,6808657107
33,AG,AG033,Animal or vegetable fats and oils,2019,6185693605
34,AG,AG034,"Pasta, cereals, and other bakery goods",2015,6002121339
34,AG,AG034,"Pasta, cereals, and other bakery goods",2016,6529259274
34,AG,AG034,"Pasta, cereals, and other bakery goods",2017,6961921261
34,AG,AG034,"Pasta, cereals, and other bakery goods",2018,7730679163
34,AG,AG034,"Pasta, cereals, and other bakery goods",2019,8289945698
35,AG,AG035,"Sauces, condiments, and soups",2015,1321073991
35,AG,AG035,"Sauces, condiments, and soups",2016,1401455380
35,AG,AG035,"Sauces, condiments, and soups",2017,1484997448
35,AG,AG035,"Sauces, condiments, and soups",2018,1616958804
35,AG,AG035,"Sauces, condiments, and soups",2019,1681927443
36,AG,AG036,"Infant formulas, malt extracts, and other edible preparations",2015,2628730212
36,AG,AG036,"Infant formulas, malt extracts, and other edible preparations",2016,2799994690
36,AG,AG036,"Infant formulas, malt extracts, and other edible preparations",2017,2933137423
36,AG,AG036,"Infant formulas, malt extracts, and other edible preparations",2018,6019420219
36,AG,AG036,"Infant formulas, malt extracts, and other edible preparations",2019,6758852734
37,AG,AG037,"Cocoa, chocolate, and confectionery",2015,6512562464
37,AG,AG037,"Cocoa, chocolate, and confectionery",2016,6863392873
37,AG,AG037,"Cocoa, chocolate, and confectionery",2017,6814504474
37,AG,AG037,"Cocoa, chocolate, and confectionery",2018,6647307930
37,AG,AG037,"Cocoa, chocolate, and confectionery",2019,6948046808
38,AG,AG038,Fruit and vegetable juices,2015,1777663114
38,AG,AG038,Fruit and vegetable juices,2016,1784749909
38,AG,AG038,Fruit and vegetable juices,2017,1931306890
38,AG,AG038,Fruit and vegetable juices,2018,2206706883
38,AG,AG038,Fruit and vegetable juices,2019,2053815956
39,AG,AG039,"Nonalcoholic beverages, excluding fruit and vegetable juices",2015,3146517458
39,AG,AG039,"Nonalcoholic beverages, excluding fruit and vegetable juices",2016,3390624764
39,AG,AG039,"Nonalcoholic beverages, excluding fruit and vegetable juices",2017,3719316117
39,AG,AG039,"Nonalcoholic beverages, excluding fruit and vegetable juices",2018,3798764743
39,AG,AG039,"Nonalcoholic beverages, excluding fruit and vegetable juices",2019,3940232481
40,AG,AG040,Malt beverages,2015,4549983654
40,AG,AG040,Malt beverages,2016,4868977965
40,AG,AG040,Malt beverages,2017,5087074803
40,AG,AG040,Malt beverages,2018,5351166044
40,AG,AG040,Malt beverages,2019,5620345052
41,AG,AG041,Wine and certain other fermented beverages,2015,5616409055
41,AG,AG041,Wine and certain other fermented beverages,2016,5806182095
41,AG,AG041,Wine and certain other fermented beverages,2017,6200166412
41,AG,AG041,Wine and certain other fermented beverages,2018,6523744938
41,AG,AG041,Wine and certain other fermented beverages,2019,6596128813
42,AG,AG042,Distilled spirits,2015,7276336007
42,AG,AG042,Distilled spirits,2016,7681019413
42,AG,AG042,Distilled spirits,2017,7871427620
42,AG,AG042,Distilled spirits,2018,8615008698
42,AG,AG042,Distilled spirits,2019,9422832754
43,AG,AG043,Unmanufactured tobacco,2015,727259266
43,AG,AG043,Unmanufactured tobacco,2016,744743340
43,AG,AG043,Unmanufactured tobacco,2017,646809549
43,AG,AG043,Unmanufactured tobacco,2018,672545699
43,AG,AG043,Unmanufactured tobacco,2019,564731211
44,AG,AG044,Cigars and certain other manufactured tobacco,2015,918695571
44,AG,AG044,Cigars and certain other manufactured tobacco,2016,996088424
44,AG,AG044,Cigars and certain other manufactured tobacco,2017,1065524024
44,AG,AG044,Cigars and certain other manufactured tobacco,2018,1133834055
44,AG,AG044,Cigars and certain other manufactured tobacco,2019,1186152958
45,AG,AG045,Cigarettes,2015,412405424
45,AG,AG045,Cigarettes,2016,416625219
45,AG,AG045,Cigarettes,2017,419862311
45,AG,AG045,Cigarettes,2018,394910471
45,AG,AG045,Cigarettes,2019,392461139
46,AG,AG046,"Hides, skins, and leather",2015,804566688
46,AG,AG046,"Hides, skins, and leather",2016,789376704
46,AG,AG046,"Hides, skins, and leather",2017,737795943
46,AG,AG046,"Hides, skins, and leather",2018,720766959
46,AG,AG046,"Hides, skins, and leather",2019,589150315
47,AG,AG047,Furskins,2015,223536191
47,AG,AG047,Furskins,2016,152746059
47,AG,AG047,Furskins,2017,96114816
47,AG,AG047,Furskins,2018,52651861
47,AG,AG047,Furskins,2019,54903348
48,AG,AG048,Wool and other animal hair,2015,22726743
48,AG,AG048,Wool and other animal hair,2016,19482847
48,AG,AG048,Wool and other animal hair,2017,16735170
48,AG,AG048,Wool and other animal hair,2018,20761457
48,AG,AG048,Wool and other animal hair,2019,20895230
49,AG,AG049,"Cotton, not carded or combed",2015,4598329
49,AG,AG049,"Cotton, not carded or combed",2016,11575263
49,AG,AG049,"Cotton, not carded or combed",2017,3177646
49,AG,AG049,"Cotton, not carded or combed",2018,2897135
49,AG,AG049,"Cotton, not carded or combed",2019,1428397
50,AG,AG050,Ethyl alcohol for nonbeverage purposes,2015,561352773
50,AG,AG050,Ethyl alcohol for nonbeverage purposes,2016,474259215
50,AG,AG050,Ethyl alcohol for nonbeverage purposes,2017,646477147
50,AG,AG050,Ethyl alcohol for nonbeverage purposes,2018,637434677
50,AG,AG050,Ethyl alcohol for nonbeverage purposes,2019,761049822
51,CH,CH001,Major primary olefins,2015,804878481
51,CH,CH001,Major primary olefins,2016,647733152
51,CH,CH001,Major primary olefins,2017,819504785
51,CH,CH001,Major primary olefins,2018,954852145
51,CH,CH001,Major primary olefins,2019,702405489
52,CH,CH002,Other olefins,2015,511710150
52,CH,CH002,Other olefins,2016,456445210
52,CH,CH002,Other olefins,2017,458707491
52,CH,CH002,Other olefins,2018,475846059
52,CH,CH002,Other olefins,2019,466145025
53,CH,CH003,Primary aromatics,2015,1688587356
53,CH,CH003,Primary aromatics,2016,1178152379
53,CH,CH003,Primary aromatics,2017,1281466253
53,CH,CH003,Primary aromatics,2018,1497517934
53,CH,CH003,Primary aromatics,2019,1182067542
54,CH,CH004,Organic commodity chemicals,2015,1915443093
54,CH,CH004,Organic commodity chemicals,2016,1815264211
54,CH,CH004,Organic commodity chemicals,2017,1962982348
54,CH,CH004,Organic commodity chemicals,2018,2264736839
54,CH,CH004,Organic commodity chemicals,2019,2050093587
55,CH,CH005,Organic specialty chemicals,2015,11934630847
55,CH,CH005,Organic specialty chemicals,2016,14604074090
55,CH,CH005,Organic specialty chemicals,2017,14403085155
55,CH,CH005,Organic specialty chemicals,2018,16568815038
55,CH,CH005,Organic specialty chemicals,2019,15748884490
56,CH,CH006,Certain organic chemicals,2015,10336981954
56,CH,CH006,Certain organic chemicals,2016,9433889040
56,CH,CH006,Certain organic chemicals,2017,10379918062
56,CH,CH006,Certain organic chemicals,2018,11697451078
56,CH,CH006,Certain organic chemicals,2019,9652575480
57,CH,CH007,Miscellaneous inorganic chemicals,2015,9379908398
57,CH,CH007,Miscellaneous inorganic chemicals,2016,8155505671
57,CH,CH007,Miscellaneous inorganic chemicals,2017,9337698475
57,CH,CH007,Miscellaneous inorganic chemicals,2018,11780059982
57,CH,CH007,Miscellaneous inorganic chemicals,2019,11497144655
58,CH,CH008,Inorganic acids,2015,676116782
58,CH,CH008,Inorganic acids,2016,583547646
58,CH,CH008,Inorganic acids,2017,547251149
58,CH,CH008,Inorganic acids,2018,648825919
58,CH,CH008,Inorganic acids,2019,765311941
59,CH,CH009,Chlor-alkali chemicals,2015,345523966
59,CH,CH009,Chlor-alkali chemicals,2016,294176749
59,CH,CH009,Chlor-alkali chemicals,2017,337656126
59,CH,CH009,Chlor-alkali chemicals,2018,373691871
59,CH,CH009,Chlor-alkali chemicals,2019,302463583
60,CH,CH010,Fertilizers,2015,10931719411
60,CH,CH010,Fertilizers,2016,7206357901
60,CH,CH010,Fertilizers,2017,7200012485
60,CH,CH010,Fertilizers,2018,8203657432
60,CH,CH010,Fertilizers,2019,7728777871
61,CH,CH011,"Paints, inks, and related items, and certain components thereof",2015,3529301730
61,CH,CH011,"Paints, inks, and related items, and certain components thereof",2016,3430998450
61,CH,CH011,"Paints, inks, and related items, and certain components thereof",2017,3743330534
61,CH,CH011,"Paints, inks, and related items, and certain components thereof",2018,4147332647
61,CH,CH011,"Paints, inks, and related items, and certain components thereof",2019,4027380203
62,CH,CH012,Synthetic organic pigments,2015,506646893
62,CH,CH012,Synthetic organic pigments,2016,481502028
62,CH,CH012,Synthetic organic pigments,2017,485526748
62,CH,CH012,Synthetic organic pigments,2018,498104861
62,CH,CH012,Synthetic organic pigments,2019,447616815
63,CH,CH013,Synthetic dyes and azoic couplers,2015,452978549
63,CH,CH013,Synthetic dyes and azoic couplers,2016,394830102
63,CH,CH013,Synthetic dyes and azoic couplers,2017,398503627
63,CH,CH013,Synthetic dyes and azoic couplers,2018,495358779
63,CH,CH013,Synthetic dyes and azoic couplers,2019,442447469
64,CH,CH014,Synthetic tanning agents,2015,10890624
64,CH,CH014,Synthetic tanning agents,2016,13869678
64,CH,CH014,Synthetic tanning agents,2017,12119426
64,CH,CH014,Synthetic tanning agents,2018,9328010
64,CH,CH014,Synthetic tanning agents,2019,8092317
65,CH,CH015,Natural tanning and dyeing materials,2015,164280663
65,CH,CH015,Natural tanning and dyeing materials,2016,186749155
65,CH,CH015,Natural tanning and dyeing materials,2017,192670079
65,CH,CH015,Natural tanning and dyeing materials,2018,213822214
65,CH,CH015,Natural tanning and dyeing materials,2019,191738653
66,CH,CH016,Photographic chemicals and preparations,2015,723877701
66,CH,CH016,Photographic chemicals and preparations,2016,711222667
66,CH,CH016,Photographic chemicals and preparations,2017,697581356
66,CH,CH016,Photographic chemicals and preparations,2018,693224488
66,CH,CH016,Photographic chemicals and preparations,2019,686517861
67,CH,CH017,Pesticide products and formulations,2015,3546841626
67,CH,CH017,Pesticide products and formulations,2016,3395849055
67,CH,CH017,Pesticide products and formulations,2017,3863084880
67,CH,CH017,Pesticide products and formulations,2018,3962905529
67,CH,CH017,Pesticide products and formulations,2019,3821761397
68,CH,CH018,Adhesives and glues,2015,413227422
68,CH,CH018,Adhesives and glues,2016,438851333
68,CH,CH018,Adhesives and glues,2017,511574933
68,CH,CH018,Adhesives and glues,2018,530685730
68,CH,CH018,Adhesives and glues,2019,534662003
69,CH,CH019,Medicinal chemicals,2015,109777711840
69,CH,CH019,Medicinal chemicals,2016,113186629430
69,CH,CH019,Medicinal chemicals,2017,112514590657
69,CH,CH019,Medicinal chemicals,2018,135482565309
69,CH,CH019,Medicinal chemicals,2019,151627306729
70,CH,CH020,Essential oils and other flavoring materials,2015,4002714622
70,CH,CH020,Essential oils and other flavoring materials,2016,3914549641
70,CH,CH020,Essential oils and other flavoring materials,2017,4212798096
70,CH,CH020,Essential oils and other flavoring materials,2018,4927846445
70,CH,CH020,Essential oils and other flavoring materials,2019,4741631780
71,CH,CH021,"Perfumes, cosmetics, and toiletries",2015,8289440040
71,CH,CH021,"Perfumes, cosmetics, and toiletries",2016,8849677859
71,CH,CH021,"Perfumes, cosmetics, and toiletries",2017,9499672073
71,CH,CH021,"Perfumes, cosmetics, and toiletries",2018,10365448574
71,CH,CH021,"Perfumes, cosmetics, and toiletries",2019,10068125963
72,CH,CH022,"Soaps, detergents, and surface-active agents",2015,2578478008
72,CH,CH022,"Soaps, detergents, and surface-active agents",2016,2577732331
72,CH,CH022,"Soaps, detergents, and surface-active agents",2017,2725409463
72,CH,CH022,"Soaps, detergents, and surface-active agents",2018,2982554561
72,CH,CH022,"Soaps, detergents, and surface-active agents",2019,2909801027
73,CH,CH023,Miscellaneous chemicals and specialties,2015,5956412651
73,CH,CH023,Miscellaneous chemicals and specialties,2016,7142206292
73,CH,CH023,Miscellaneous chemicals and specialties,2017,6740183941
73,CH,CH023,Miscellaneous chemicals and specialties,2018,6901883205
73,CH,CH023,Miscellaneous chemicals and specialties,2019,6942706236
74,CH,CH024,"Explosives, propellant powders, and related items",2015,765878715
74,CH,CH024,"Explosives, propellant powders, and related items",2016,737143729
74,CH,CH024,"Explosives, propellant powders, and related items",2017,752055750
74,CH,CH024,"Explosives, propellant powders, and related items",2018,913940351
74,CH,CH024,"Explosives, propellant powders, and related items",2019,875609461
75,CH,CH025,Polyethylene resins in primary forms,2015,4349705363
75,CH,CH025,Polyethylene resins in primary forms,2016,4154793580
75,CH,CH025,Polyethylene resins in primary forms,2017,4384711092
75,CH,CH025,Polyethylene resins in primary forms,2018,4734148706
75,CH,CH025,Polyethylene resins in primary forms,2019,4105714903
76,CH,CH026,Polypropylene resins in primary forms,2015,556387104
76,CH,CH026,Polypropylene resins in primary forms,2016,760216043
76,CH,CH026,Polypropylene resins in primary forms,2017,607986788
76,CH,CH026,Polypropylene resins in primary forms,2018,950771672
76,CH,CH026,Polypropylene resins in primary forms,2019,816252387
77,CH,CH027,Polyvinyl chloride resins in primary forms,2015,392730783
77,CH,CH027,Polyvinyl chloride resins in primary forms,2016,388128219
77,CH,CH027,Polyvinyl chloride resins in primary forms,2017,403217812
77,CH,CH027,Polyvinyl chloride resins in primary forms,2018,425657931
77,CH,CH027,Polyvinyl chloride resins in primary forms,2019,421189752
78,CH,CH028,Styrene polymers in primary forms,2015,1183712214
78,CH,CH028,Styrene polymers in primary forms,2016,1109720701
78,CH,CH028,Styrene polymers in primary forms,2017,1291970203
78,CH,CH028,Styrene polymers in primary forms,2018,1413516430
78,CH,CH028,Styrene polymers in primary forms,2019,1143910191
79,CH,CH029,Saturated polyester resins,2015,1418057113
79,CH,CH029,Saturated polyester resins,2016,1420536663
79,CH,CH029,Saturated polyester resins,2017,1534942676
79,CH,CH029,Saturated polyester resins,2018,1998396521
79,CH,CH029,Saturated polyester resins,2019,1666170258
80,CH,CH030,Other plastics in primary forms,2015,6104212082
80,CH,CH030,Other plastics in primary forms,2016,5896290202
80,CH,CH030,Other plastics in primary forms,2017,6733994292
80,CH,CH030,Other plastics in primary forms,2018,7570105309
80,CH,CH030,Other plastics in primary forms,2019,6946990819
81,CH,CH031,Synthetic rubber,2015,1942315009
81,CH,CH031,Synthetic rubber,2016,1790658182
81,CH,CH031,Synthetic rubber,2017,1989442363
81,CH,CH031,Synthetic rubber,2018,2122703439
81,CH,CH031,Synthetic rubber,2019,2101765071
82,CH,CH032,Tires and tubes,2015,14554487879
82,CH,CH032,Tires and tubes,2016,13612826980
82,CH,CH032,Tires and tubes,2017,14060489010
82,CH,CH032,Tires and tubes,2018,15159331876
82,CH,CH032,Tires and tubes,2019,15277105603
83,CH,CH033,Miscellaneous plastic products,2015,32472954208
83,CH,CH033,Miscellaneous plastic products,2016,33050846823
83,CH,CH033,Miscellaneous plastic products,2017,35670769368
83,CH,CH033,Miscellaneous plastic products,2018,40330885539
83,CH,CH033,Miscellaneous plastic products,2019,41277606172
84,CH,CH034,Miscellaneous rubber products,2015,6445646566
84,CH,CH034,Miscellaneous rubber products,2016,6241318144
84,CH,CH034,Miscellaneous rubber products,2017,6570365296
84,CH,CH034,Miscellaneous rubber products,2018,7268123827
84,CH,CH034,Miscellaneous rubber products,2019,7112998703
85,CH,CH035,Gelatin,2015,280866754
85,CH,CH035,Gelatin,2016,241190942
85,CH,CH035,Gelatin,2017,236823457
85,CH,CH035,Gelatin,2018,256747890
85,CH,CH035,Gelatin,2019,290940663
86,CH,CH036,Natural rubber,2015,1498664865
86,CH,CH036,Natural rubber,2016,1307743211
86,CH,CH036,Natural rubber,2017,1767820662
86,CH,CH036,Natural rubber,2018,1538311908
86,CH,CH036,Natural rubber,2019,1523484620
87,EL,EL001,Office machines,2015,1555647354
87,EL,EL001,Office machines,2016,1557188566
87,EL,EL001,Office machines,2017,1526347624
87,EL,EL001,Office machines,2018,1504185296
87,EL,EL001,Office machines,2019,1308477266
88,EL,EL002,Telecommunications equipment,2015,105055447438
88,EL,EL002,Telecommunications equipment,2016,107954575992
88,EL,EL002,Telecommunications equipment,2017,116046588669
88,EL,EL002,Telecommunications equipment,2018,111943284016
88,EL,EL002,Telecommunications equipment,2019,102242105723
89,EL,EL003,Consumer electronics,2015,42698309928
89,EL,EL003,Consumer electronics,2016,39167913590
89,EL,EL003,Consumer electronics,2017,42723804628
89,EL,EL003,Consumer electronics,2018,42795690237
89,EL,EL003,Consumer electronics,2019,42133764085
90,EL,EL004,Blank and prerecorded media,2015,6863702065
90,EL,EL004,Blank and prerecorded media,2016,8203146561
90,EL,EL004,Blank and prerecorded media,2017,10611382714
90,EL,EL004,Blank and prerecorded media,2018,11294687956
90,EL,EL004,Blank and prerecorded media,2019,10961192693
91,EL,EL005,Navigational instruments and remote control apparatus,2015,7199703803
91,EL,EL005,Navigational instruments and remote control apparatus,2016,6963876165
91,EL,EL005,Navigational instruments and remote control apparatus,2017,6736805705
91,EL,EL005,Navigational instruments and remote control apparatus,2018,6772130110
91,EL,EL005,Navigational instruments and remote control apparatus,2019,6586073160
92,EL,EL006,Radio and television broadcasting equipment,2015,3600854460
92,EL,EL006,Radio and television broadcasting equipment,2016,3526703589
92,EL,EL006,Radio and television broadcasting equipment,2017,3845607913
92,EL,EL006,Radio and television broadcasting equipment,2018,3542846717
92,EL,EL006,Radio and television broadcasting equipment,2019,3174687885
93,EL,EL007,Electric sound and visual signaling apparatus,2015,3453800847
93,EL,EL007,Electric sound and visual signaling apparatus,2016,3628428005
93,EL,EL007,Electric sound and visual signaling apparatus,2017,3804275993
93,EL,EL007,Electric sound and visual signaling apparatus,2018,4041006350
93,EL,EL007,Electric sound and visual signaling apparatus,2019,3889564272
94,EL,EL008,Electrical capacitors and resistors,2015,2722949435
94,EL,EL008,Electrical capacitors and resistors,2016,2349741169
94,EL,EL008,Electrical capacitors and resistors,2017,2426894714
94,EL,EL008,Electrical capacitors and resistors,2018,2993534942
94,EL,EL008,Electrical capacitors and resistors,2019,2716285289
95,EL,EL009,Printed circuits,2015,2049793566
95,EL,EL009,Printed circuits,2016,2080683284
95,EL,EL009,Printed circuits,2017,2006592725
95,EL,EL009,Printed circuits,2018,2126788898
95,EL,EL009,Printed circuits,2019,1867671887
96,EL,EL010,Circuit apparatus exceeding 1000V,2015,720006119
96,EL,EL010,Circuit apparatus exceeding 1000V,2016,782473840
96,EL,EL010,Circuit apparatus exceeding 1000V,2017,844120500
96,EL,EL010,Circuit apparatus exceeding 1000V,2018,904705506
96,EL,EL010,Circuit apparatus exceeding 1000V,2019,978879362
97,EL,EL011,Circuit apparatus not exceeding 1000V,2015,10146516875
