Index,Sector,Digest,Title,year,value
197,MS,MS018,Apparel fasteners,2015,86536434
197,MS,MS018,Apparel fasteners,2016,79754303
197,MS,MS018,Apparel fasteners,2017,75300989
197,MS,MS018,Apparel fasteners,2018,81066018
197,MS,MS018,Apparel fasteners,2019,69653672
198,MS,MS019,"Arms, ammunition, and armored vehicles",2015,3223404258
198,MS,MS019,"Arms, ammunition, and armored vehicles",2016,3656500006
198,MS,MS019,"Arms, ammunition, and armored vehicles",2017,3230355241
198,MS,MS019,"Arms, ammunition, and armored vehicles",2018,3153200187
198,MS,MS019,"Arms, ammunition, and armored vehicles",2019,3111151633
199,MT,MT001,Pumps for liquids,2015,7683271326
199,MT,MT001,Pumps for liquids,2016,6765663675
199,MT,MT001,Pumps for liquids,2017,7710008488
199,MT,MT001,Pumps for liquids,2018,8600531929
199,MT,MT001,Pumps for liquids,2019,8312106044
200,MT,MT002,Air-conditioning equipment and parts,2015,16825762933
200,MT,MT002,Air-conditioning equipment and parts,2016,17139708632
200,MT,MT002,Air-conditioning equipment and parts,2017,18771569847
200,MT,MT002,Air-conditioning equipment and parts,2018,20748138092
200,MT,MT002,Air-conditioning equipment and parts,2019,20682586896
201,MT,MT003,Industrial thermal-processing equipment and furnaces,2015,5187235277
201,MT,MT003,Industrial thermal-processing equipment and furnaces,2016,5041852884
201,MT,MT003,Industrial thermal-processing equipment and furnaces,2017,5389381922
201,MT,MT003,Industrial thermal-processing equipment and furnaces,2018,5909384909
201,MT,MT003,Industrial thermal-processing equipment and furnaces,2019,6313879133
202,MT,MT004,"Household appliances, including commercial applications",2015,26240390196
202,MT,MT004,"Household appliances, including commercial applications",2016,25801583741
202,MT,MT004,"Household appliances, including commercial applications",2017,27497596608
202,MT,MT004,"Household appliances, including commercial applications",2018,29577654636
202,MT,MT004,"Household appliances, including commercial applications",2019,29203051919
203,MT,MT005,Centrifuges and filtering and purifying equipment,2015,6637013523
203,MT,MT005,Centrifuges and filtering and purifying equipment,2016,6546970795
203,MT,MT005,Centrifuges and filtering and purifying equipment,2017,6775306232
203,MT,MT005,Centrifuges and filtering and purifying equipment,2018,7612144433
203,MT,MT005,Centrifuges and filtering and purifying equipment,2019,7899701101
204,MT,MT006,"Wrapping, packaging, and can-sealing machinery",2015,2455886450
204,MT,MT006,"Wrapping, packaging, and can-sealing machinery",2016,2709471091
204,MT,MT006,"Wrapping, packaging, and can-sealing machinery",2017,2790124372
204,MT,MT006,"Wrapping, packaging, and can-sealing machinery",2018,3284886897
204,MT,MT006,"Wrapping, packaging, and can-sealing machinery",2019,3415694939
205,MT,MT007,Scales and weighing machinery,2015,738130112
205,MT,MT007,Scales and weighing machinery,2016,732975551
205,MT,MT007,Scales and weighing machinery,2017,698759022
205,MT,MT007,Scales and weighing machinery,2018,752296994
205,MT,MT007,Scales and weighing machinery,2019,675006146
206,MT,MT008,Mineral processing machinery,2015,1320037088
206,MT,MT008,Mineral processing machinery,2016,1270090766
206,MT,MT008,Mineral processing machinery,2017,1271815439
206,MT,MT008,Mineral processing machinery,2018,1431260909
206,MT,MT008,Mineral processing machinery,2019,1401661654
207,MT,MT009,Farm and garden machinery and equipment,2015,8591887062
207,MT,MT009,Farm and garden machinery and equipment,2016,7689682591
207,MT,MT009,Farm and garden machinery and equipment,2017,7815196520
207,MT,MT009,Farm and garden machinery and equipment,2018,9230440219
207,MT,MT009,Farm and garden machinery and equipment,2019,9517422057
208,MT,MT010,Industrial food-processing and related machinery,2015,1393774097
208,MT,MT010,Industrial food-processing and related machinery,2016,1543761126
208,MT,MT010,Industrial food-processing and related machinery,2017,1500389013
208,MT,MT010,Industrial food-processing and related machinery,2018,1629949667
208,MT,MT010,Industrial food-processing and related machinery,2019,1643587823
209,MT,MT011,"Pulp, paper, and paperboard machinery",2015,1365664226
209,MT,MT011,"Pulp, paper, and paperboard machinery",2016,1457176957
209,MT,MT011,"Pulp, paper, and paperboard machinery",2017,1573457568
209,MT,MT011,"Pulp, paper, and paperboard machinery",2018,1855395998
209,MT,MT011,"Pulp, paper, and paperboard machinery",2019,2052786942
210,MT,MT012,Printing and related machinery,2015,1486688876
210,MT,MT012,Printing and related machinery,2016,1575829347
210,MT,MT012,Printing and related machinery,2017,1524823419
210,MT,MT012,Printing and related machinery,2018,1498233583
210,MT,MT012,Printing and related machinery,2019,1515412358
211,MT,MT013,Textile machinery,2015,1537674922
211,MT,MT013,Textile machinery,2016,1365520053
211,MT,MT013,Textile machinery,2017,1454810164
211,MT,MT013,Textile machinery,2018,1578123421
211,MT,MT013,Textile machinery,2019,1374293429
212,MT,MT014,Metal rolling mills,2015,386832588
212,MT,MT014,Metal rolling mills,2016,304653995
212,MT,MT014,Metal rolling mills,2017,306364969
212,MT,MT014,Metal rolling mills,2018,470005731
212,MT,MT014,Metal rolling mills,2019,599337776
213,MT,MT015,Metal cutting machine tools,2015,4855878029
213,MT,MT015,Metal cutting machine tools,2016,4344159631
213,MT,MT015,Metal cutting machine tools,2017,4525353399
213,MT,MT015,Metal cutting machine tools,2018,5460439234
213,MT,MT015,Metal cutting machine tools,2019,5229606883
214,MT,MT016,Machine tool accessories,2015,1008223811
214,MT,MT016,Machine tool accessories,2016,1019925650
214,MT,MT016,Machine tool accessories,2017,1140451964
214,MT,MT016,Machine tool accessories,2018,1206585531
214,MT,MT016,Machine tool accessories,2019,1265136449
215,MT,MT017,Metal forming machine tools,2015,1574178000
215,MT,MT017,Metal forming machine tools,2016,1580119802
215,MT,MT017,Metal forming machine tools,2017,1828383785
215,MT,MT017,Metal forming machine tools,2018,1912658941
215,MT,MT017,Metal forming machine tools,2019,1755466558
216,MT,MT018,Non-metalworking machine tools,2015,1726470834
216,MT,MT018,Non-metalworking machine tools,2016,1911982218
216,MT,MT018,Non-metalworking machine tools,2017,2105510665
216,MT,MT018,Non-metalworking machine tools,2018,2324922426
216,MT,MT018,Non-metalworking machine tools,2019,2328216080
217,MT,MT019,Semiconductor manufacturing equipment and robotics,2015,11994335376
217,MT,MT019,Semiconductor manufacturing equipment and robotics,2016,12097649370
217,MT,MT019,Semiconductor manufacturing equipment and robotics,2017,15573708489
217,MT,MT019,Semiconductor manufacturing equipment and robotics,2018,16487497531
217,MT,MT019,Semiconductor manufacturing equipment and robotics,2019,18101877873
218,MT,MT020,"Taps, cocks, valves, and similar devices",2015,14881963887
218,MT,MT020,"Taps, cocks, valves, and similar devices",2016,13421281971
218,MT,MT020,"Taps, cocks, valves, and similar devices",2017,14463124387
218,MT,MT020,"Taps, cocks, valves, and similar devices",2018,16231782765
218,MT,MT020,"Taps, cocks, valves, and similar devices",2019,15207163180
219,MT,MT021,Mechanical power transmission equipment,2015,5644956383
219,MT,MT021,Mechanical power transmission equipment,2016,5259731746
219,MT,MT021,Mechanical power transmission equipment,2017,5841988415
219,MT,MT021,Mechanical power transmission equipment,2018,6372984751
219,MT,MT021,Mechanical power transmission equipment,2019,6466531676
220,MT,MT022,"Boilers, turbines, and related machinery",2015,1607987044
220,MT,MT022,"Boilers, turbines, and related machinery",2016,1380299460
220,MT,MT022,"Boilers, turbines, and related machinery",2017,1361825435
220,MT,MT022,"Boilers, turbines, and related machinery",2018,1254675700
220,MT,MT022,"Boilers, turbines, and related machinery",2019,959158621
221,MT,MT023,"Electric motors, generators, and related equipment",2015,13584555860
221,MT,MT023,"Electric motors, generators, and related equipment",2016,13190741051
221,MT,MT023,"Electric motors, generators, and related equipment",2017,14389883586
221,MT,MT023,"Electric motors, generators, and related equipment",2018,15593396208
221,MT,MT023,"Electric motors, generators, and related equipment",2019,15144275579
222,MT,MT024,"Electrical transformers, static converters, and inductors",2015,11833984285
222,MT,MT024,"Electrical transformers, static converters, and inductors",2016,11542613253
222,MT,MT024,"Electrical transformers, static converters, and inductors",2017,11670087374
222,MT,MT024,"Electrical transformers, static converters, and inductors",2018,12544848021
222,MT,MT024,"Electrical transformers, static converters, and inductors",2019,12689449191
223,MT,MT025,Portable electric handtools,2015,3474450521
223,MT,MT025,Portable electric handtools,2016,3585607604
223,MT,MT025,Portable electric handtools,2017,4062910395
223,MT,MT025,Portable electric handtools,2018,4509932114
223,MT,MT025,Portable electric handtools,2019,4624733379
224,MT,MT026,Nonelectrically powered handtools,2015,1594937633
224,MT,MT026,Nonelectrically powered handtools,2016,1584935967
224,MT,MT026,Nonelectrically powered handtools,2017,1721753103
224,MT,MT026,Nonelectrically powered handtools,2018,1706935944
224,MT,MT026,Nonelectrically powered handtools,2019,1547166283
225,MT,MT027,Electric lamps (bulbs) and portable electric lights,2015,2705712953
225,MT,MT027,Electric lamps (bulbs) and portable electric lights,2016,2384959614
225,MT,MT027,Electric lamps (bulbs) and portable electric lights,2017,2102320065
225,MT,MT027,Electric lamps (bulbs) and portable electric lights,2018,2036806067
225,MT,MT027,Electric lamps (bulbs) and portable electric lights,2019,1786919865
226,MT,MT028,Welding and soldering equipment,2015,1447989645
226,MT,MT028,Welding and soldering equipment,2016,1555981480
226,MT,MT028,Welding and soldering equipment,2017,2021577397
226,MT,MT028,Welding and soldering equipment,2018,1746117639
226,MT,MT028,Welding and soldering equipment,2019,1624973685
227,MT,MT029,Nonautomotive insulated electrical wire and related products,2015,8417075064
227,MT,MT029,Nonautomotive insulated electrical wire and related products,2016,7873707242
227,MT,MT029,Nonautomotive insulated electrical wire and related products,2017,8646155937
227,MT,MT029,Nonautomotive insulated electrical wire and related products,2018,9742780818
227,MT,MT029,Nonautomotive insulated electrical wire and related products,2019,9189428674
228,MT,MT030,Miscellaneous machinery,2015,13242639040
228,MT,MT030,Miscellaneous machinery,2016,12287649344
228,MT,MT030,Miscellaneous machinery,2017,14321739274
228,MT,MT030,Miscellaneous machinery,2018,15921398714
228,MT,MT030,Miscellaneous machinery,2019,15558477347
229,MT,MT031,Molds and molding machinery,2015,4480854316
229,MT,MT031,Molds and molding machinery,2016,4438220609
229,MT,MT031,Molds and molding machinery,2017,5124550113
229,MT,MT031,Molds and molding machinery,2018,5167019598
229,MT,MT031,Molds and molding machinery,2019,4754090648
230,TE,TE001,Aircraft engines and gas turbines,2015,22427677534
230,TE,TE001,Aircraft engines and gas turbines,2016,21913468320
230,TE,TE001,Aircraft engines and gas turbines,2017,23606960715
230,TE,TE001,Aircraft engines and gas turbines,2018,26466574346
230,TE,TE001,Aircraft engines and gas turbines,2019,30948201311
231,TE,TE002,"Internal combustion piston engines, other than for aircraft",2015,30044879972
231,TE,TE002,"Internal combustion piston engines, other than for aircraft",2016,28183840492
231,TE,TE002,"Internal combustion piston engines, other than for aircraft",2017,29063610308
231,TE,TE002,"Internal combustion piston engines, other than for aircraft",2018,31537922669
231,TE,TE002,"Internal combustion piston engines, other than for aircraft",2019,30485806640
232,TE,TE003,Forklift trucks and similar industrial vehicles,2015,3285489173
232,TE,TE003,Forklift trucks and similar industrial vehicles,2016,3127981908
232,TE,TE003,Forklift trucks and similar industrial vehicles,2017,3746907708
232,TE,TE003,Forklift trucks and similar industrial vehicles,2018,4676722928
232,TE,TE003,Forklift trucks and similar industrial vehicles,2019,4526745332
233,TE,TE004,Construction and mining equipment,2015,14881477512
233,TE,TE004,Construction and mining equipment,2016,12651123317
233,TE,TE004,Construction and mining equipment,2017,14533383719
233,TE,TE004,Construction and mining equipment,2018,18260135050
233,TE,TE004,Construction and mining equipment,2019,19438576107
234,TE,TE005,Ball and rollers bearings,2015,4012992713
234,TE,TE005,Ball and rollers bearings,2016,3605913740
234,TE,TE005,Ball and rollers bearings,2017,3972748301
234,TE,TE005,Ball and rollers bearings,2018,4360314767
234,TE,TE005,Ball and rollers bearings,2019,4211128507
235,TE,TE006,Primary cells and batteries and electric storage batteries,2015,5577159463
235,TE,TE006,Primary cells and batteries and electric storage batteries,2016,6158629231
235,TE,TE006,Primary cells and batteries and electric storage batteries,2017,7978701976
235,TE,TE006,Primary cells and batteries and electric storage batteries,2018,8990414446
235,TE,TE006,Primary cells and batteries and electric storage batteries,2019,9136432390
236,TE,TE007,"Ignition, starting, lighting, and other electrical equipment",2015,9322659892
236,TE,TE007,"Ignition, starting, lighting, and other electrical equipment",2016,9533903296
236,TE,TE007,"Ignition, starting, lighting, and other electrical equipment",2017,9679273804
236,TE,TE007,"Ignition, starting, lighting, and other electrical equipment",2018,10707056176
236,TE,TE007,"Ignition, starting, lighting, and other electrical equipment",2019,10326970538
237,TE,TE008,Rail locomotive and rolling stock,2015,2196981397
237,TE,TE008,Rail locomotive and rolling stock,2016,1535298144
237,TE,TE008,Rail locomotive and rolling stock,2017,1608001674
237,TE,TE008,Rail locomotive and rolling stock,2018,2128185834
237,TE,TE008,Rail locomotive and rolling stock,2019,2066005700
238,TE,TE009,Motor vehicles,2015,197787317890
238,TE,TE009,Motor vehicles,2016,200726017997
238,TE,TE009,Motor vehicles,2017,208646595696
238,TE,TE009,Motor vehicles,2018,211002703630
238,TE,TE009,Motor vehicles,2019,217516699670
239,TE,TE010,Certain motor-vehicle parts,2015,86138600509
239,TE,TE010,Certain motor-vehicle parts,2016,85717652814
239,TE,TE010,Certain motor-vehicle parts,2017,84648982166
239,TE,TE010,Certain motor-vehicle parts,2018,91078576690
239,TE,TE010,Certain motor-vehicle parts,2019,89382938530
240,TE,TE011,Powersport vehicles,2015,4582699446
240,TE,TE011,Powersport vehicles,2016,4335664289
240,TE,TE011,Powersport vehicles,2017,4913302581
240,TE,TE011,Powersport vehicles,2018,6064087963
240,TE,TE011,Powersport vehicles,2019,5897942962
241,TE,TE012,"Trailers, semi-trailers, and parts",2015,3072314363
241,TE,TE012,"Trailers, semi-trailers, and parts",2016,2890558257
241,TE,TE012,"Trailers, semi-trailers, and parts",2017,3384012045
241,TE,TE012,"Trailers, semi-trailers, and parts",2018,4211248071
241,TE,TE012,"Trailers, semi-trailers, and parts",2019,4040091486
242,TE,TE013,"Aircraft, spacecraft, and related equipment",2015,35869927088
242,TE,TE013,"Aircraft, spacecraft, and related equipment",2016,31440648098
242,TE,TE013,"Aircraft, spacecraft, and related equipment",2017,31176558538
242,TE,TE013,"Aircraft, spacecraft, and related equipment",2018,32413607701
242,TE,TE013,"Aircraft, spacecraft, and related equipment",2019,35450271476
243,TE,TE014,"Ships, tugs, pleasure boats, and similar vessels",2015,2813174333
243,TE,TE014,"Ships, tugs, pleasure boats, and similar vessels",2016,2076821571
243,TE,TE014,"Ships, tugs, pleasure boats, and similar vessels",2017,2577223643
243,TE,TE014,"Ships, tugs, pleasure boats, and similar vessels",2018,2249171405
243,TE,TE014,"Ships, tugs, pleasure boats, and similar vessels",2019,2393241967
244,TE,TE015,"Motors and engines, except internal combustion, aircraft, or electric",2015,4407312901
244,TE,TE015,"Motors and engines, except internal combustion, aircraft, or electric",2016,4222342790
244,TE,TE015,"Motors and engines, except internal combustion, aircraft, or electric",2017,4666633988
244,TE,TE015,"Motors and engines, except internal combustion, aircraft, or electric",2018,5398356360
244,TE,TE015,"Motors and engines, except internal combustion, aircraft, or electric",2019,6199329832
245,TX,TX001,"Fibers and yarns, except raw cotton and raw wool",2015,3868254037
245,TX,TX001,"Fibers and yarns, except raw cotton and raw wool",2016,3465732986
245,TX,TX001,"Fibers and yarns, except raw cotton and raw wool",2017,3516778578
245,TX,TX001,"Fibers and yarns, except raw cotton and raw wool",2018,3981349748
245,TX,TX001,"Fibers and yarns, except raw cotton and raw wool",2019,3545157590
246,TX,TX002,Fabrics,2015,7397003975
246,TX,TX002,Fabrics,2016,7084407078
246,TX,TX002,Fabrics,2017,7019343999
246,TX,TX002,Fabrics,2018,7494505415
246,TX,TX002,Fabrics,2019,7046695149
247,TX,TX003,Carpets and rugs,2015,2518756443
247,TX,TX003,Carpets and rugs,2016,2662074433
247,TX,TX003,Carpets and rugs,2017,2767487396
247,TX,TX003,Carpets and rugs,2018,3102299746
247,TX,TX003,Carpets and rugs,2019,2895670497
248,TX,TX004,Home furnishings,2015,10979110911
248,TX,TX004,Home furnishings,2016,10687451408
248,TX,TX004,Home furnishings,2017,11218378998
248,TX,TX004,Home furnishings,2018,11866662113
248,TX,TX004,Home furnishings,2019,12301848927
249,TX,TX005,Apparel,2015,93921943726
249,TX,TX005,Apparel,2016,88443220180
249,TX,TX005,Apparel,2017,88500661128
249,TX,TX005,Apparel,2018,92227308091
249,TX,TX005,Apparel,2019,92765882278
250,TX,TX006,Miscellaneous textile products,2015,7849914036
250,TX,TX006,Miscellaneous textile products,2016,7836651417
250,TX,TX006,Miscellaneous textile products,2017,8201336529
250,TX,TX006,Miscellaneous textile products,2018,8840440970
250,TX,TX006,Miscellaneous textile products,2019,9134203161
251,XX,XX098,CHAPTER 98 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2015,67289405172
251,XX,XX098,CHAPTER 98 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2016,68957486236
251,XX,XX098,CHAPTER 98 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2017,72856368462
251,XX,XX098,CHAPTER 98 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2018,82491516784
251,XX,XX098,CHAPTER 98 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2019,93581239401
252,XX,XX099,CHAPTER 99 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2015,17134432029
252,XX,XX099,CHAPTER 99 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2016,16745225664
252,XX,XX099,CHAPTER 99 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2017,17457457408
252,XX,XX099,CHAPTER 99 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2018,18252716627
252,XX,XX099,CHAPTER 99 (EXPORTS VALID AT CHAPTER LEVEL ONLY),2019,18826549031
